Timingchain (UnityEngine.GameObject) | Data | Time | 0
HeadPivot (UnityEngine.GameObject) | Look | Rot | 295.3667
Cop3 (UnityEngine.GameObject) | Rotate | Distance | 0
Cop3 (UnityEngine.GameObject) | Rotate | SpeedTrap | 0
LookTarget (UnityEngine.GameObject) | Move | Z | -9.111872
EngineSound (UnityEngine.GameObject) | Sound | Divider | 5000
EngineSound (UnityEngine.GameObject) | Sound | Pitch | 0.5
EngineSound (UnityEngine.GameObject) | Sound | RPM | 680.6747
EngineSound (UnityEngine.GameObject) | Sound | Divider | 5000
EngineSound (UnityEngine.GameObject) | Sound | Pitch | 0.5
EngineSound (UnityEngine.GameObject) | Sound | RPM | 680.6747
HumanCollider (UnityEngine.GameObject) | PlayerHit | RayDistance | 1
Cops 1 (UnityEngine.GameObject) | Traps | Distance | 1469.801
Sirens (UnityEngine.GameObject) | Blinking | Delay | 0.4
LookTarget (UnityEngine.GameObject) | Move | Z | 1.059981
Cop1 (UnityEngine.GameObject) | Rotate | Distance | 0
Cop1 (UnityEngine.GameObject) | Rotate | SpeedTrap | 0
Cop1 (UnityEngine.GameObject) | Speedtrap | Distance | 1456.427
Cop1 (UnityEngine.GameObject) | Speedtrap | SpeedTrap | 0
HumanCollider (UnityEngine.GameObject) | PlayerHit | RayDistance | 1
TireStatus (UnityEngine.GameObject) | WheelFL | RimRadius | 0.175
TireStatus (UnityEngine.GameObject) | WheelFL | TireRadius | 0.2875
TireStatus (UnityEngine.GameObject) | WheelFL | TireWidth | 0.163
TireStatus (UnityEngine.GameObject) | WheelFR | RimRadius | 0.175
TireStatus (UnityEngine.GameObject) | WheelFR | TireRadius | 0.2875
TireStatus (UnityEngine.GameObject) | WheelFR | TireWidth | 0.163
TireStatus (UnityEngine.GameObject) | WheelRL | RimRadius | 0.175
TireStatus (UnityEngine.GameObject) | WheelRL | TireRadius | 0.2875
TireStatus (UnityEngine.GameObject) | WheelRL | TireWidth | 0.163
TireStatus (UnityEngine.GameObject) | WheelRR | RimRadius | 0.175
TireStatus (UnityEngine.GameObject) | WheelRR | TireRadius | 0.2875
TireStatus (UnityEngine.GameObject) | WheelRR | TireWidth | 0.163
HouseElectricity (UnityEngine.GameObject) | Status | Blackout | 0
HouseElectricity (UnityEngine.GameObject) | Status | Distance | 0
coll (UnityEngine.GameObject) | Use | RayDistance | 1.5
NeedleFuel (UnityEngine.GameObject) | Temp | RPM | 0
NeedleFuel (UnityEngine.GameObject) | Temp | Rotation | 59.783
NeedleFuel (UnityEngine.GameObject) | Temp | VanFuel | 29.8915
Fuel (UnityEngine.GameObject) | FuelLine | Consumption | 350000
Fuel (UnityEngine.GameObject) | FuelLine | FuelLevel | 29.8915
Fuel (UnityEngine.GameObject) | FuelLine | FuelUsage | 0
Fuel (UnityEngine.GameObject) | FuelLine | RandomRPM | 0
Fuel (UnityEngine.GameObject) | FuelLine | RandomTime | 0
Fuel (UnityEngine.GameObject) | FuelLine | VanRPM | 0
TurnSignals (UnityEngine.GameObject) | Usage | DashVolume | 0.5
TurnSignals (UnityEngine.GameObject) | Usage | Delay | 0.4
TurnSignals (UnityEngine.GameObject) | Usage | Volume | 0
TurnSignals (UnityEngine.GameObject) | Usage | WheelAngle | 0
NeedleTemp (UnityEngine.GameObject) | Temp | RPM | 0
NeedleTemp (UnityEngine.GameObject) | Temp | Rotation | 12.5
NeedleTemp (UnityEngine.GameObject) | Temp | Temp | 25
Cooling (UnityEngine.GameObject) | Cooling | Cooling | 0
Cooling (UnityEngine.GameObject) | Cooling | Heat | 0
Cooling (UnityEngine.GameObject) | Cooling | HeatGeneration | 10000
Cooling (UnityEngine.GameObject) | Cooling | VanEngineTemp | 25
Cooling (UnityEngine.GameObject) | Cooling | VanRPM | 0
Cooling (UnityEngine.GameObject) | Cooling | VanSpeed | 0
Cooling (UnityEngine.GameObject) | Cooling | WaterLevel | 4
RearIK (UnityEngine.GameObject) | CalculateAngle | Tire1pos | -0.05251573
RearIK (UnityEngine.GameObject) | CalculateAngle | Tire2pos | -0.05253861
RearIK (UnityEngine.GameObject) | CalculateAngle | TireAngle | -0.0009639481
RearIK (UnityEngine.GameObject) | CalculateAngle | Travel | 2.288073E-05
RearIK (UnityEngine.GameObject) | CalculateAngle | Wheelbase | 1.36
NeedleSpeedometer (UnityEngine.GameObject) | Speed | RPM | 0
NeedleSpeedometer (UnityEngine.GameObject) | Speed | Rotation | 0
NeedleSpeedometer (UnityEngine.GameObject) | Speed | Speed | 0
brake (UnityEngine.GameObject) | Angle | Angle | 0
brake (UnityEngine.GameObject) | Angle | Data | 0
AirIntake (UnityEngine.GameObject) | InWater | Distance | 0
AirIntake (UnityEngine.GameObject) | InWater | Pos | 0.2489415
AirIntake (UnityEngine.GameObject) | InWater | WaterLevel | -4.5
ParkingBrake (UnityEngine.GameObject) | Use | Brake | 0
ParkingBrake (UnityEngine.GameObject) | Use | KnobPos | 0.1
ParkingBrake (UnityEngine.GameObject) | Brake | Brake | 1
ParkingBrake (UnityEngine.GameObject) | Brake | Position | 0.1
throttle (UnityEngine.GameObject) | FSM | Data | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | MinimumRequiredVelocity | 0.15
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | Speed | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloX | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloY | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloZ | 0
Driveshaft (UnityEngine.GameObject) | FSM | Turn | 0
FromEngine (UnityEngine.GameObject) | ExhaustSound | Emission | 0
FromEngine (UnityEngine.GameObject) | ExhaustSound | RPM | 0
FromEngine (UnityEngine.GameObject) | ExhaustSound | RPM2 | 0
FromEngine (UnityEngine.GameObject) | ExhaustSound | Throttle | 0
FromEngine (UnityEngine.GameObject) | ExhaustSound | Velocity | 0
clutch (UnityEngine.GameObject) | FSM | Data | 0
Starter (UnityEngine.GameObject) | Use | DashVolume | 0
Starter (UnityEngine.GameObject) | Use | MouseDelay | 0.4
Throttle (UnityEngine.GameObject) | Use | LeverPos | 0
Throttle (UnityEngine.GameObject) | Use | RPM | 0
Throttle (UnityEngine.GameObject) | Use | Throttle | 0
Range (UnityEngine.GameObject) | Use | RangeFast | 4
Range (UnityEngine.GameObject) | Use | RangeSlow | 8
DiffLock (UnityEngine.GameObject) | Use | LeverPos | 0
ParkingBrake (UnityEngine.GameObject) | Use | KnobPos | 0.2
ParkingBrake (UnityEngine.GameObject) | Brake | Brake | 1
ParkingBrake (UnityEngine.GameObject) | Brake | Position | 0.2
Speed (UnityEngine.GameObject) | Speed RPM | Speed | 3.133063E-06
OpenCap (UnityEngine.GameObject) | Screw | Rot | 359
OpenCap (UnityEngine.GameObject) | Screw | ScrewAmount | 33
OpenCap (UnityEngine.GameObject) | Screw | Scroll | 0
PlayerTrigger (UnityEngine.GameObject) | PlayerTrigger | Distance | 0
Ignition (UnityEngine.GameObject) | Use | DashVolume | 0
Ignition (UnityEngine.GameObject) | Use | MouseDelay | 0.4
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | MinimumRequiredVelocity | 0.15
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | Speed | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloX | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloY | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloZ | 0
Tachometer (UnityEngine.GameObject) | RPM | Rotation | 0
Fuel (UnityEngine.GameObject) | Fuel | Rotation | 45.10644
FromEngine (UnityEngine.GameObject) | ExhaustSound | Emission | 0
FromEngine (UnityEngine.GameObject) | ExhaustSound | Pitch | 0
FromEngine (UnityEngine.GameObject) | ExhaustSound | Velocity | 0
Fuel (UnityEngine.GameObject) | FuelLine | Consumption | 280000
Fuel (UnityEngine.GameObject) | FuelLine | FuelLevel | 32.57723
Fuel (UnityEngine.GameObject) | FuelLine | FuelUsage | 0
Fuel (UnityEngine.GameObject) | FuelLine | RandomRPM | 0
Fuel (UnityEngine.GameObject) | FuelLine | RandomTime | 0
Fuel (UnityEngine.GameObject) | FuelLine | TractorRPM | 0
AirIntake (UnityEngine.GameObject) | InWater | Distance | 0
AirIntake (UnityEngine.GameObject) | InWater | Pos | 0.638028
AirIntake (UnityEngine.GameObject) | InWater | WaterLevel | -4.5
PlayerTrigger (UnityEngine.GameObject) | PlayerTrigger | Distance | 0
Suspension (UnityEngine.GameObject) | Suspension | Angle | 115.7572
Suspension (UnityEngine.GameObject) | Suspension | Angle2 | -115.7572
Suspension (UnityEngine.GameObject) | Suspension | Y | -0.08
FromEngine (UnityEngine.GameObject) | ExhaustSound | Emission | 0
FromEngine (UnityEngine.GameObject) | ExhaustSound | RPM | 0
FromEngine (UnityEngine.GameObject) | ExhaustSound | RPM2 | 0
FromEngine (UnityEngine.GameObject) | ExhaustSound | Throttle | 0
FromEngine (UnityEngine.GameObject) | ExhaustSound | Velocity | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | MinimumRequiredVelocity | 0.15
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | Rot | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | Speed | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloX | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloY | 0
DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloZ | 0
AirIntake (UnityEngine.GameObject) | InWater | Distance | 0
AirIntake (UnityEngine.GameObject) | InWater | Pos | -1.29421
AirIntake (UnityEngine.GameObject) | InWater | WaterLevel | -4.5
Fuel (UnityEngine.GameObject) | FuelLine | Consumption | 4000000
Fuel (UnityEngine.GameObject) | FuelLine | FuelLevel | 2.779944
Fuel (UnityEngine.GameObject) | FuelLine | FuelUsage | 0
Fuel (UnityEngine.GameObject) | FuelLine | RPM | 0
Fuel (UnityEngine.GameObject) | FuelLine | RandomRPM | 0
Fuel (UnityEngine.GameObject) | FuelLine | RandomTime | 0
OpenCap (UnityEngine.GameObject) | Screw | Rot | 359
OpenCap (UnityEngine.GameObject) | Screw | ScrewAmount | 33
OpenCap (UnityEngine.GameObject) | Screw | Scroll | 0
Speedometer (UnityEngine.GameObject) | Speed | RPM | 0
Speedometer (UnityEngine.GameObject) | Speed | Rotation | 0
Speedometer (UnityEngine.GameObject) | Speed | Speed | 0
Tipping (UnityEngine.GameObject) | Brake | Clutch | 0
Tipping (UnityEngine.GameObject) | Brake | FrictionTorque | 700
Tipping (UnityEngine.GameObject) | Tipping2 | Velo | 0
Tipping (UnityEngine.GameObject) | Tipping1 | Rot | 89.94749
Tipping (UnityEngine.GameObject) | Tipping1 | Speed | 0
Tipping (UnityEngine.GameObject) | Tipping1 | TippingAngle | 140
