Database | Timingchain (UnityEngine.GameObject) | Data | Time | 0
TRAFFIC | Navigation (UnityEngine.GameObject) | Brakezones | Distance0 | 150.0281
TRAFFIC | Navigation (UnityEngine.GameObject) | Brakezones | Distance1 | 3221.217
TRAFFIC | Navigation (UnityEngine.GameObject) | Brakezones | Distance2 | 3225.969
TRAFFIC | Navigation (UnityEngine.GameObject) | Brakezones | Distance3 | 1882.904
TRAFFIC | Navigation (UnityEngine.GameObject) | Brakezones | Distance4 | 2467.831
TRAFFIC | Navigation (UnityEngine.GameObject) | Brakezones | Distance5 | 1500
TRAFFIC | Navigation (UnityEngine.GameObject) | Navigation | Distance | 6.51344
TRAFFIC | Navigation (UnityEngine.GameObject) | Navigation | EmergencyDistance | 30
TRAFFIC | Navigation (UnityEngine.GameObject) | Navigation | LanePosition | 0
TRAFFIC | Navigation (UnityEngine.GameObject) | Navigation | RequiredDistance | 6
TRAFFIC | Navigation (UnityEngine.GameObject) | Passing | Aggression | 0
TRAFFIC | Navigation (UnityEngine.GameObject) | Passing | Difference | 0
TRAFFIC | Navigation (UnityEngine.GameObject) | Passing | Distance | 0
TRAFFIC | Navigation (UnityEngine.GameObject) | Passing | Math | 5.662867
TRAFFIC | Navigation (UnityEngine.GameObject) | Passing | SpeedMax | 61.0102
TRAFFIC | Navigation (UnityEngine.GameObject) | Passing | SpeedMin | 55.34734
TRAFFIC | Navigation (UnityEngine.GameObject) | Passing | SpeedOther | 0
TRAFFIC | Navigation (UnityEngine.GameObject) | Passing | SpeedThis | 0
TRAFFIC | Navigation (UnityEngine.GameObject) | Raycast | Distance | 0
TRAFFIC | Navigation (UnityEngine.GameObject) | Raycast | Lane | 0
TRAFFIC | Navigation (UnityEngine.GameObject) | Raycast | LaneOther | 0
TRAFFIC | Navigation (UnityEngine.GameObject) | Raycast | RaycastDistance | 200
TRAFFIC | Navigation (UnityEngine.GameObject) | Raycast | Speed | 0
TRAFFIC | Collider (UnityEngine.GameObject) | Use | OldRot | 0
TRAFFIC | Collider (UnityEngine.GameObject) | Use | Rot | 0
TRAFFIC | Collider (UnityEngine.GameObject) | Use | Rotation | 0
TRAFFIC | VehiclesDirtRoad (UnityEngine.GameObject) | CheckRally | Distance | 0
TRAFFIC | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | Math | 0
TRAFFIC | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | MinimumRequiredVelocity | 0.15
TRAFFIC | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | SpeedMax | 0
TRAFFIC | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | SpeedMin | 0
TRAFFIC | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloX | 0
TRAFFIC | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloY | 0
TRAFFIC | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloZ | 0
SATSUMA(557kg) | shock absorber(rlxxx) (UnityEngine.GameObject) | Removal | Mass | 1.5
SATSUMA(557kg) | shock absorber(rlxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | shock absorber(rlxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
SATSUMA(557kg) | shock absorber(rlxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | shock absorber(rlxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | wishbone fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | wishbone fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
SATSUMA(557kg) | wishbone fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | wishbone fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | discbrake(frxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | discbrake(frxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
SATSUMA(557kg) | discbrake(frxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | discbrake(flxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | discbrake(flxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
SATSUMA(557kg) | discbrake(flxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | clutch master cylinder(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | clutch master cylinder(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
SATSUMA(557kg) | clutch master cylinder(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 24
SATSUMA(557kg) | OpenCap (UnityEngine.GameObject) | Screw | Rot | 359
SATSUMA(557kg) | OpenCap (UnityEngine.GameObject) | Screw | ScrewAmount | 33
SATSUMA(557kg) | OpenCap (UnityEngine.GameObject) | Screw | Scroll | 0
MAP | Thunder 2 (UnityEngine.GameObject) | Logic | Distance | 0
MAP | Thunder 2 (UnityEngine.GameObject) | Logic | DistanceHouse | 0
MAP | Thunder 2 (UnityEngine.GameObject) | Logic | Pitch | 0
MAP | Thunder 2 (UnityEngine.GameObject) | Logic | Rot | 0
MAP | Thunder 2 (UnityEngine.GameObject) | Logic | Time | 22.4314
MAP | Thunder 2 (UnityEngine.GameObject) | Logic | X | 0
MAP | Thunder 2 (UnityEngine.GameObject) | Logic | Y | 0
MAP | Thunder 1 (UnityEngine.GameObject) | Logic | Distance | 0
MAP | Thunder 1 (UnityEngine.GameObject) | Logic | DistanceHouse | 0
MAP | Thunder 1 (UnityEngine.GameObject) | Logic | Pitch | 0
MAP | Thunder 1 (UnityEngine.GameObject) | Logic | Rot | 0
MAP | Thunder 1 (UnityEngine.GameObject) | Logic | Time | 14.14114
MAP | Thunder 1 (UnityEngine.GameObject) | Logic | X | 0
MAP | Thunder 1 (UnityEngine.GameObject) | Logic | Y | 0
MAP | Thunder 3 (UnityEngine.GameObject) | Logic | Distance | 0
MAP | Thunder 3 (UnityEngine.GameObject) | Logic | DistanceHouse | 0
MAP | Thunder 3 (UnityEngine.GameObject) | Logic | Pitch | 0
MAP | Thunder 3 (UnityEngine.GameObject) | Logic | Rot | 0
MAP | Thunder 3 (UnityEngine.GameObject) | Logic | Time | 16.91182
MAP | Thunder 3 (UnityEngine.GameObject) | Logic | X | 0
MAP | Thunder 3 (UnityEngine.GameObject) | Logic | Y | 0
MAP | Thunder 4 (UnityEngine.GameObject) | Logic | Distance | 0
MAP | Thunder 4 (UnityEngine.GameObject) | Logic | DistanceHouse | 0
MAP | Thunder 4 (UnityEngine.GameObject) | Logic | Pitch | 0
MAP | Thunder 4 (UnityEngine.GameObject) | Logic | Rot | 0
MAP | Thunder 4 (UnityEngine.GameObject) | Logic | Time | 14.45182
MAP | Thunder 4 (UnityEngine.GameObject) | Logic | X | 0
MAP | Thunder 4 (UnityEngine.GameObject) | Logic | Y | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | drumbrake rl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | drumbrake rl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
SATSUMA(557kg) | drumbrake rl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | coil spring(rlxxx) (UnityEngine.GameObject) | Removal | Mass | 2
SATSUMA(557kg) | OpenCap (UnityEngine.GameObject) | Screw | Rot | 359
SATSUMA(557kg) | OpenCap (UnityEngine.GameObject) | Screw | ScrewAmount | 33
SATSUMA(557kg) | OpenCap (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | strut fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | strut fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 3
SATSUMA(557kg) | strut fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | strut fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | steering rod fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | steering rod fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
SATSUMA(557kg) | steering rod fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 8
SATSUMA(557kg) | alignment_fl (UnityEngine.GameObject) | Screw | Alignment | 0
SATSUMA(557kg) | alignment_fl (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | alignment_fl (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | brake lining(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | brake lining(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
SATSUMA(557kg) | brake lining(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 96
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltPos | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | halfshaft(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | halfshaft(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
SATSUMA(557kg) | halfshaft(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | halfshaft(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 24
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | clutch lining(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | clutch lining(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 4
SATSUMA(557kg) | clutch lining(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 16
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | halfshaft(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | halfshaft(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
SATSUMA(557kg) | halfshaft(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | halfshaft(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 24
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | handbrake(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | handbrake(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
SATSUMA(557kg) | handbrake(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | handbrake(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 40
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | handbrake lever (UnityEngine.GameObject) | Use | KnobPos | 0.1
SATSUMA(557kg) | handbrake lever (UnityEngine.GameObject) | Brake | BoltTightness | 0
SATSUMA(557kg) | handbrake lever (UnityEngine.GameObject) | Brake | Brake | 0.005
SATSUMA(557kg) | handbrake lever (UnityEngine.GameObject) | Brake | Position | 0.1
SATSUMA(557kg) | handbrake lever (UnityEngine.GameObject) | Brake | Tightness | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
MAP | Birds (UnityEngine.GameObject) | Volume | FadeTime | 8
MAP | Birds (UnityEngine.GameObject) | Volume | MaxVolume | 1
MAP | Birds (UnityEngine.GameObject) | Volume | Volume | 0.8
MAP | Birds Swamp (UnityEngine.GameObject) | Volume | FadeTime | 8
MAP | Birds Swamp (UnityEngine.GameObject) | Volume | MaxVolume | 1
MAP | Birds Swamp (UnityEngine.GameObject) | Volume | Volume | 0.8
MAP | Birds 1 (UnityEngine.GameObject) | Volume | FadeTime | 8
MAP | Birds 1 (UnityEngine.GameObject) | Volume | MaxVolume | 1
MAP | Birds 1 (UnityEngine.GameObject) | Volume | Volume | 0.8
NPC_CARS | Navigation (UnityEngine.GameObject) | Navigation | Distance | 12.1184
NPC_CARS | Navigation (UnityEngine.GameObject) | Navigation | EmergencyDistance | 40
NPC_CARS | Navigation (UnityEngine.GameObject) | Navigation | LanePosition | -0.15
NPC_CARS | Navigation (UnityEngine.GameObject) | Navigation | RequiredDistance | 10
NPC_CARS | Navigation (UnityEngine.GameObject) | Passing | Aggression | 28.11826
NPC_CARS | Navigation (UnityEngine.GameObject) | Passing | Difference | 0
NPC_CARS | Navigation (UnityEngine.GameObject) | Passing | Distance | 0
NPC_CARS | Navigation (UnityEngine.GameObject) | Passing | LaneDrive | 0
NPC_CARS | Navigation (UnityEngine.GameObject) | Passing | Math | 4.471108
NPC_CARS | Navigation (UnityEngine.GameObject) | Passing | PassMultiplier | 1.5
NPC_CARS | Navigation (UnityEngine.GameObject) | Passing | SpeedMax | 84.47111
NPC_CARS | Navigation (UnityEngine.GameObject) | Passing | SpeedMin | 80
NPC_CARS | Navigation (UnityEngine.GameObject) | Passing | SpeedOther | 0
NPC_CARS | Navigation (UnityEngine.GameObject) | Passing | SpeedThis | 0
NPC_CARS | Navigation (UnityEngine.GameObject) | Passing | TargetSpeedMax | 45
NPC_CARS | Navigation (UnityEngine.GameObject) | Passing | TargetSpeedMin | 40
NPC_CARS | Navigation (UnityEngine.GameObject) | Raycast | Distance | 0
NPC_CARS | Navigation (UnityEngine.GameObject) | Raycast | Lane | 0
NPC_CARS | Navigation (UnityEngine.GameObject) | Raycast | LaneOther | 0
NPC_CARS | Navigation (UnityEngine.GameObject) | Raycast | RaycastDistance | 400
NPC_CARS | Navigation (UnityEngine.GameObject) | Raycast | Speed | 0
NPC_CARS | BUS (UnityEngine.GameObject) | Shifting | RPM | 2300.265
NPC_CARS | BUS (UnityEngine.GameObject) | Shifting | ShiftDown | 1200
NPC_CARS | BUS (UnityEngine.GameObject) | Shifting | ShiftUp | 2300
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | hood(Clone) (UnityEngine.GameObject) | Removal | Pos | 0
SATSUMA(557kg) | hood(Clone) (UnityEngine.GameObject) | Use | Rotation | 0
SATSUMA(557kg) | hood(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | hood(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
SATSUMA(557kg) | hood(Clone) (UnityEngine.GameObject) | BoltCheck | Moment | 12800
SATSUMA(557kg) | hood(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 32
SATSUMA(557kg) | bootlid(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | bootlid(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 24
SATSUMA(557kg) | bootlid(Clone) (UnityEngine.GameObject) | BoltCheck | Moment | 4000000
SATSUMA(557kg) | bootlid(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | Handles (UnityEngine.GameObject) | Use | RayDistance | 1.5
SATSUMA(557kg) | Handles (UnityEngine.GameObject) | Use | Rotation | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
